Record_ID,Date,Area_ID,Population,Population_Density,Household_Size,Per_Capita_Income,Urban_Rural_Type,Temperature_C,Rainfall_mm,Humidity_percent,Season,Day_Type,Festival_Event,Water_Demand,Past_Waste_t1_tons,Past_Waste_t7_tons,Past_Waste_t30_tons,Organic_Waste_percent,Plastic_Waste_percent,Paper_Waste_percent,Other_Waste_percent,Collection_Frequency_per_week,Vehicle_ID,Vehicle_Capacity_kg,Current_Load_kg,Fuel_Consumption_km_per_l,Vehicle_Location_Lat,Vehicle_Location_Long,Traffic_Congestion_Level,Road_ID,Distance_km,Travel_Time_min,Road_Type,Road_Condition,One_Way_Flag,Toll_Road,Recycling_Rate_percent,Disaster_Event,Waste_Generated_tons,,,
9772,11-06-2024,83,124271,4001.659451,2,53336,Urban,17.1,49,39.1,Winter,Weekday,Local_Festival,16339.89,330.7,1917.87,7342.55,53.9,27.2,7.6,9.7,6,43,2000,5400.3,2.17,36.954448,86.051604,Medium,479,59.22,36.4,Main_Road,Poor,0,0,54.7,Heatwave,248.54,,,
9773,26-11-2024,43,246170,20918.31689,6,479105,Rural,17.9,264.8,42.3,Summer,Weekday,None,33190.41,35.31,1663.57,4882.95,61.3,11,6.2,5.3,5,35,3000,4899.3,3.84,27.793953,75.779544,Medium,438,40.17,148,Highway,Average,1,0,20.6,None,492.34,,,
9774,09-09-2024,29,213267,3699.248159,7,106037,Urban,31.7,8.5,60,Monsoon,Weekday,None,28558.7,113.62,154.45,12650.37,54.6,11.5,10.3,5.5,3,36,8000,6362.1,5.82,11.137963,93.644843,Medium,339,26.51,9.8,Highway,Average,0,1,33.2,None,426.53,,,
9775,17-06-2024,10,322531,1280.573895,7,90310,Urban,23.8,137.2,93.7,Summer,Weekday,Local_Festival,44137.34,478.51,2244.05,1075.58,53.7,16.4,8.1,10.8,2,38,5000,7396.2,4.99,9.133819,94.077466,Medium,364,50.41,78.4,Main_Road,Average,1,0,11,None,645.06,,,
9776,11-10-2024,12,30226,7199.383637,2,76684,Urban,43.8,126.4,91.9,Summer,Weekday,None,3897.66,107.4,1189.69,9973.84,45.9,18.6,14.3,7.7,2,2,2000,528.8,2.5,14.19698,88.437015,Low,219,23.88,61.4,Residential,Average,1,0,52.1,None,60.45,,,
9777,30-09-2024,46,373431,22572.90969,7,196450,Urban,40.6,187.1,88.6,Monsoon,Weekday,None,51644.27,170.39,2506.14,4044.69,40.4,24.4,10.5,8.1,2,3,2000,3930.4,5.53,27.961237,92.131229,High,254,7.47,158.7,Main_Road,Average,0,0,48.3,None,746.86,,,
9778,20-01-2024,30,404716,3671.698507,5,445571,Urban,39.1,132.3,32.2,Summer,Weekend,None,56316.19,477.01,3358.33,2389.21,48.1,27.9,10.9,13.8,5,22,5000,3398,2.36,17.866821,74.352323,Medium,126,34.61,127,Main_Road,Poor,0,0,51.7,None,809.43,,,
9779,26-08-2024,94,6634,8601.421583,4,113286,Urban,39.3,176.7,85.4,Winter,Weekday,National_Festival,851.14,463.85,1126.29,14083.25,63.6,12,12.9,10,5,6,5000,626.2,3.81,25.256746,73.85268,Low,349,19.43,130.3,Highway,Poor,1,0,42.1,None,13.27,,,
9780,26-09-2024,82,150131,8252.167329,2,238952,Urban,41.7,258.5,80.5,Monsoon,Weekday,None,19853.21,140.95,2610.7,11181.64,43.2,21.6,9.8,6.6,3,41,2000,1090.9,5.14,22.320864,85.604229,Medium,221,12.72,53.7,Main_Road,Good,1,0,47,None,300.26,,,
9781,05-11-2024,88,468566,20140.33372,2,466974,Urban,41,42.6,62.4,Monsoon,Weekend,None,66005.53,275.02,2439.44,13159.1,69.8,15.7,9.9,6.5,3,17,8000,3372.8,3.63,28.399929,68.622145,Low,208,39.35,82.3,Main_Road,Average,0,0,45.4,None,937.13,,,
9782,31-01-2024,32,120855,10827.37229,7,234394,Urban,42.8,73.2,51.2,Summer,Weekday,National_Festival,15880.95,100.04,2581.19,8051.53,61.4,10.8,10.2,12.6,4,26,3000,3654.6,3.91,30.56756,90.589603,Medium,422,28.33,52.8,Main_Road,Good,1,1,50.1,None,241.71,,,
9783,09-11-2024,73,271220,15483.39272,2,285148,Urban,43,240.8,79.1,Monsoon,Weekday,None,36746.88,282.72,2782.57,3876.61,43.7,13.9,15.8,8.6,2,26,2000,7108.1,4.85,35.525248,80.470198,Low,180,32.7,99.4,Main_Road,Average,1,0,14.3,Landslide,542.44,,,
9784,13-04-2024,47,373838,10407.38364,7,413847,Urban,23.9,68.4,37,Summer,Weekday,None,51703.59,105.88,635.72,8703.11,56.1,24.1,10.8,11,6,47,2000,1423.9,2.69,22.929768,82.808881,Low,125,52.53,50.5,Residential,Poor,1,1,15.6,None,747.68,,,
9785,18-06-2024,88,257718,14010.69687,5,276906,Urban,21.6,271.7,72.3,Summer,Weekday,None,34830.2,316.78,2264.16,14540.09,68.3,27.6,6.5,12.2,6,45,2000,6345.3,5.08,10.150088,84.144446,Medium,107,27.37,34.1,Highway,Good,0,0,31.3,None,515.44,,,
9786,04-07-2024,63,43210,2029.797738,2,290714,Urban,34.3,162.2,73.7,Monsoon,Weekend,Local_Festival,5587.77,59.98,2000.28,2796.2,43.5,14.4,15.2,9.5,2,26,2000,7270.4,4.08,34.812295,87.208749,Low,304,6.88,142.5,Highway,Good,1,0,54.6,None,86.42,,,
9787,07-05-2024,26,133798,9663.721234,3,301455,Urban,18.7,24.6,66,Monsoon,Weekend,None,17628.68,184.53,833.11,13467.27,40.1,11.8,19.1,8.6,6,28,5000,5091,3.44,20.960415,71.944773,Medium,272,55.55,137.7,Main_Road,Good,1,0,14.7,None,267.6,,,
9788,28-07-2024,3,162003,21450.09302,3,318881,Urban,21.3,6.2,87.1,Monsoon,Weekday,None,21476.96,389.71,1108.22,6703.14,44.3,21.8,6,5.3,5,15,2000,1666.9,2.35,30.124193,74.155004,Low,356,31.01,130.3,Residential,Average,1,0,23.4,None,324.01,,,
9789,07-10-2024,23,37007,17431.1553,3,254537,Rural,38.2,228.9,51.4,Monsoon,Weekday,None,4779.37,251.59,814.03,6582.47,50.5,12.9,18.5,12.1,5,34,5000,5397.9,3.94,29.10921,77.251657,Low,110,48.97,18.3,Residential,Poor,0,0,18.4,None,74.01,,,
9790,09-09-2024,75,158816,24554.81158,2,426457,Rural,34.5,256.9,61.1,Summer,Weekday,None,21040.09,476.22,1917.58,7211.24,48.3,21.3,10.3,6.4,4,39,8000,2713.4,5.96,8.69792,92.474823,Low,279,16.17,19.7,Residential,Good,1,0,10,None,317.63,,,
9791,19-01-2024,74,166468,19804.02867,4,247216,Urban,34.5,72,79.3,Summer,Weekday,Local_Festival,22088.21,196.1,299.11,12776.53,46.2,13.2,13.3,13.6,3,4,2000,4831.2,3.58,11.437247,76.447884,Low,262,32.39,107.3,Highway,Good,1,1,36.5,None,332.94,,,
9792,18-07-2024,50,355763,11561.98801,7,149324,Urban,43.5,72.2,76.6,Summer,Weekday,None,49005.86,450.74,439.57,8699.61,69.9,17.3,7.3,13.3,4,23,3000,4811.3,4.27,24.708813,96.582108,High,170,46.95,170.3,Residential,Average,0,0,45.5,None,711.53,,,
9793,07-08-2024,36,186026,17068.87121,5,226912,Rural,35,286.2,66.6,Winter,Weekday,None,24777.74,392.26,2707.96,11257.67,59.3,17.2,9.3,9.4,4,46,8000,1138.7,4.21,23.84507,78.162872,Low,8,8.51,152.2,Main_Road,Good,0,0,31.1,Flood,372.05,,,
9794,15-05-2024,13,389459,19509.88505,6,312384,Urban,27.9,196.9,47.7,Summer,Weekday,Local_Festival,54038.6,379.4,992.14,8963.5,45.4,13.2,8.7,5.9,2,15,5000,5591.1,4.47,34.154775,71.515881,Medium,370,39.82,95.1,Highway,Poor,1,0,41.9,None,778.92,,,
9795,10-08-2024,29,489028,7107.249668,6,445268,Rural,23.4,50.3,49.1,Summer,Weekday,National_Festival,69173.16,239.91,3418.41,1731.36,42.3,27.5,5.7,7.4,2,17,3000,568.3,2.01,16.832094,71.819549,Low,324,37.93,42.9,Residential,Average,0,0,27.8,None,978.06,,,
9796,03-01-2024,38,71038,1970.43832,7,55334,Rural,25.2,134.6,78.2,Winter,Weekday,None,9242.1,253.31,2993.21,10092,50.8,25.7,14.4,5.1,4,36,5000,1383.3,2.92,28.794012,93.646605,Low,203,34.48,97.7,Highway,Good,1,1,44.3,None,142.08,,,
9797,23-08-2024,77,410972,10443.25807,7,149906,Rural,23.3,273.1,30.4,Monsoon,Weekday,None,57252.74,155.66,3105.58,4179.41,53.9,10.4,16.8,8.8,5,30,3000,2019.2,4.84,29.600681,80.787717,High,96,0.54,19,Main_Road,Average,1,1,38.9,Cyclone,821.94,,,
9798,07-12-2024,90,215870,4044.492472,3,245046,Urban,16,186.4,72.4,Monsoon,Weekend,None,28925.92,455.56,470.92,1391.5,60.8,19.1,5.6,14.4,6,34,5000,7297.6,4.45,18.376585,79.814973,Medium,146,49.24,113.6,Highway,Average,1,0,28.3,None,431.74,,,
9799,15-08-2024,84,256585,7292.407434,4,257204,Urban,22.8,122.2,46.1,Summer,Weekend,None,34669.46,114.8,1849.49,2674.5,59.1,21.1,5.8,9.5,3,33,2000,1913.2,2.67,27.665284,93.476853,Medium,187,50.96,30.9,Residential,Good,1,0,28.8,None,513.17,,,
9800,21-05-2024,5,408821,23697.71464,6,201945,Urban,40.1,45.3,73.7,Summer,Weekday,None,56927.69,204.08,48.17,9506.19,51.6,26.8,8.6,14.6,6,42,2000,1663.2,2.95,32.20213,81.850469,Low,171,30.3,130.4,Main_Road,Average,1,0,46.3,None,817.64,,,
9801,09-01-2024,20,158488,21253.52353,3,278506,Urban,36.8,217.8,42.2,Winter,Weekend,Local_Festival,20995.35,285.13,1535.16,11861.02,60.1,12.9,7.5,13.4,6,42,3000,4868.8,4.12,27.088317,89.958958,Medium,404,44.19,53.1,Highway,Poor,0,0,15.1,None,316.98,,,
9802,08-07-2024,78,323702,15015.36395,4,312071,Urban,33.7,82.9,54.5,Summer,Weekday,None,44307.2,135.44,3002.76,5022.57,52.1,15.1,8.9,10.9,6,26,3000,5647.5,4.47,13.609072,79.488534,Medium,360,32.71,120.9,Highway,Good,1,0,38.4,None,647.4,,,
9803,15-12-2024,14,435703,10330.78931,4,108758,Urban,42.1,169.8,79,Monsoon,Weekend,None,61002.71,137.1,573.02,6599.98,53.9,21.7,10.2,14.8,4,48,5000,5446.9,2.89,8.010495,93.526154,Medium,316,13.75,41.3,Residential,Average,0,0,25.2,None,871.41,,,
9804,13-06-2024,8,111052,6976.093825,6,427200,Urban,22.9,180,79.1,Monsoon,Weekday,None,14563.4,187.73,1028.98,6225.43,44.4,21.4,19.6,12.8,2,27,8000,3278.1,2.3,24.23549,96.008511,Low,223,8.52,98,Residential,Average,0,0,37.2,None,222.1,,,
9805,18-05-2024,48,360223,14500.72785,2,396140,Rural,32.3,166.6,43.6,Summer,Weekend,Local_Festival,49667.87,400.05,2022.85,7222.92,43.1,14.6,10,14.9,6,45,3000,7251.8,5.41,33.489567,94.64282,Low,410,22.64,42.8,Residential,Average,0,0,12.4,None,720.45,,,
9806,02-10-2024,13,101816,13562.42612,7,391808,Urban,15.9,73.9,54.5,Summer,Weekday,Local_Festival,13328.13,64.64,1548.87,7188.54,53.7,18.3,8.6,9.7,5,45,2000,1453.9,2.62,33.757806,71.201696,Low,38,35.65,61.6,Highway,Average,0,0,53.4,None,203.63,,,
9807,17-10-2024,24,401086,19629.12981,6,141558,Urban,41.8,212.5,62.7,Winter,Weekday,None,55774.26,316.16,1080.17,203.14,65.8,29.3,5.6,8.4,2,5,3000,7608.6,2.53,35.840077,85.314362,Medium,27,38.7,67.6,Highway,Good,0,0,18.4,None,802.17,,,
9808,22-02-2024,79,395086,23236.49462,5,417557,Rural,28.4,169.8,68.2,Winter,Weekend,Local_Festival,54883.37,485.93,993.17,12732.77,60.8,24.1,13.9,11.9,5,11,8000,6649.2,4.7,32.955284,79.147742,Medium,194,29.52,46.2,Highway,Good,0,1,21.6,None,790.17,,,
9809,23-06-2024,65,402974,8558.963883,6,369496,Urban,20.3,121.1,78.3,Summer,Weekday,None,56055.84,330.56,1308.36,5761.51,65,26.6,18.5,13.5,6,3,2000,5684.1,3.16,10.724915,80.141611,Medium,205,38.38,166.8,Highway,Average,0,1,14.9,None,805.95,,,
9810,19-04-2024,86,378486,5554.279214,2,344087,Urban,22.2,15.6,31.5,Winter,Weekend,None,52401.61,228.18,2473.76,10561.66,49,14,13.3,11.1,5,2,5000,1092,2.4,31.097262,69.5368,High,90,4.48,9.4,Residential,Average,1,1,44,None,756.97,,,
9811,21-07-2024,34,174808,10368.59059,3,250124,Rural,40.4,99.4,37.5,Monsoon,Weekday,None,23229.99,285.65,3456.96,1187.94,62.2,28.6,17.5,9.6,4,13,5000,7391.9,5.74,30.734179,95.894937,Low,387,22.08,59.5,Main_Road,Good,0,0,34.5,None,349.62,,,
9812,15-05-2024,51,213267,11219.76191,3,414877,Urban,18.3,105.7,40.3,Monsoon,Weekday,Local_Festival,28558.41,51.03,3046.25,13557.61,51.1,20.7,6.3,11.9,4,22,8000,682.8,2.72,27.350768,88.118383,Low,43,8.24,129.2,Main_Road,Good,1,0,47.9,None,426.53,,,
9813,04-01-2024,3,332282,1476.822092,4,235269,Rural,42.8,237.3,42.4,Winter,Weekday,None,45557.86,213.52,3311.07,12381.28,51.5,28.1,6.5,8.7,6,4,2000,4315,4.66,19.035818,96.228957,Medium,410,46.26,31.4,Main_Road,Good,1,1,8.9,None,664.56,,,
9814,03-06-2024,90,55250,21611.56504,6,453685,Rural,26.2,154,32,Monsoon,Weekend,None,7164.95,66,2035.09,9973.94,51.8,27.5,14.4,11.3,5,26,5000,6926.8,3.87,13.098795,69.908661,Medium,219,26.84,133.5,Main_Road,Good,1,0,34,None,110.5,,,
9815,20-06-2024,78,385001,24892.0123,7,173272,Urban,22.5,279.6,89.8,Monsoon,Weekday,None,53381.06,154.03,2096.52,499.15,40.7,24.8,6.4,8.5,5,16,5000,2009.2,2.32,16.758813,95.224123,Medium,422,45.11,22.1,Main_Road,Good,1,0,27,None,770,,,
9816,23-12-2024,58,382214,23118.61297,6,133771,Urban,25,225.2,40.5,Monsoon,Weekday,None,52964.71,186.95,343.73,12880.98,55.8,14.3,12.3,11.8,6,10,8000,1890,2.89,18.431262,82.234527,High,333,22.15,130.9,Residential,Good,1,0,38.4,None,764.43,,,
9817,16-02-2024,72,307702,21586.292,5,366723,Urban,27.3,161.4,34.8,Monsoon,Weekday,None,41991.72,414.48,2299.29,10911.03,49.5,11.6,7.7,6.5,3,50,2000,2547.6,4.13,32.952558,84.572263,Low,122,24.82,47.5,Highway,Average,0,0,41.9,Flood,615.4,,,
9818,03-04-2024,55,320236,24818.70743,3,197320,Rural,31.4,50.7,60.7,Winter,Weekday,None,43805.11,234.08,2196.29,14208.52,48.9,27.4,6.9,14.8,5,45,3000,2174,2.88,30.117815,82.915198,High,462,7.21,26.2,Main_Road,Poor,1,0,27.1,None,640.47,,,
9819,17-02-2024,80,342265,22741.30658,3,82074,Urban,32.6,66.3,91.2,Monsoon,Weekday,Local_Festival,47016.69,140.2,125.86,12447.2,53.2,15.5,12.9,12,3,12,2000,3063.9,3.66,14.673458,84.069431,Low,122,1.77,134.6,Main_Road,Good,1,1,26.9,None,684.53,,,
9820,27-08-2024,42,127140,17365.00671,3,91738,Urban,28.4,48,92.7,Summer,Weekday,None,16727.77,318.91,2147.54,14291.49,42.5,15.2,7,14.2,6,50,8000,751,3.3,33.667708,93.874264,Low,67,29.36,101.3,Main_Road,Good,0,0,26.5,Heatwave,254.28,,,
9821,12-12-2024,21,229511,4585.537895,4,479415,Urban,28.4,132.9,74,Winter,Weekday,None,30847.66,340.85,857.54,6951.13,45.8,28.6,8.7,14.7,6,1,8000,4200.2,5.28,21.695122,84.865897,High,3,1.81,78.9,Main_Road,Good,1,0,15.3,Cyclone,459.02,,,
9822,31-07-2024,10,135877,4330.578022,6,174578,Rural,23.6,216.8,41.6,Winter,Weekend,Local_Festival,17912.14,186.48,2713.37,12484.78,40.9,21.2,8.2,9.4,5,40,8000,7561.4,5.57,30.548889,95.974841,Low,453,19.29,79.6,Main_Road,Good,0,0,28.5,Cyclone,271.75,,,
9823,05-12-2024,57,322748,1695.103791,3,164467,Rural,26.5,227.8,30.2,Monsoon,Weekday,None,44168.77,189.95,2718.13,8061.45,51.9,11.2,19.6,7.6,5,28,8000,3116.3,3.81,25.158577,92.828877,Low,359,41.02,116.2,Residential,Poor,0,0,42.2,Flood,645.5,,,
9824,19-11-2024,25,260604,10589.85625,7,339974,Rural,29,28.8,51.8,Summer,Weekday,None,35238.89,421.89,2465.19,14477.81,41.5,11.5,5.1,7.6,4,12,8000,652.1,4.84,28.095992,87.653208,Low,448,35.52,147.4,Highway,Good,0,0,44.3,None,521.21,,,
9825,18-05-2024,56,42039,20316.18989,7,316626,Urban,32.9,148.8,38.2,Monsoon,Weekday,National_Festival,5435.2,246.82,1675.96,652.89,59.5,16.2,6.1,7,5,50,8000,6953.1,2.9,19.849292,83.563574,Medium,71,24.97,149.4,Main_Road,Good,1,0,22.8,None,84.08,,,
9826,23-07-2024,38,337003,12512.25065,3,449468,Urban,18.9,144.4,79.1,Monsoon,Weekday,Local_Festival,46249.72,380.21,3145.71,4253.6,43.9,25.4,17.9,5.7,2,25,8000,2302.7,3.9,14.925716,70.07292,Low,464,17.19,53.6,Highway,Poor,1,0,52.4,None,674.01,,,
9827,13-03-2024,86,97506,9474.88179,3,400546,Urban,37.9,131.7,93,Winter,Weekday,None,12753.14,72.46,2616.84,877.67,57.7,13.7,12.8,8.8,6,30,2000,6947.3,2.66,13.930871,92.092596,Medium,162,53.3,167.4,Residential,Poor,1,0,8.2,None,195.01,,,
9828,04-01-2024,61,367486,3176.278673,4,184343,Rural,35.4,90.4,35.4,Monsoon,Weekday,Local_Festival,50760.09,222.51,1589.48,7165.63,69.1,23.6,8,6.7,4,36,8000,4508.1,3.45,13.187519,70.557665,Medium,463,9.82,100.7,Main_Road,Good,0,0,10.5,None,734.97,,,
9829,16-03-2024,47,184817,1767.956073,2,208900,Urban,24,142.7,55.8,Summer,Weekend,None,24610.47,80.39,3184.7,11563.69,59.5,11.1,8.8,5.5,3,19,3000,3408.3,2.31,28.072043,69.015089,Low,401,11.79,60.1,Residential,Average,0,1,11.1,None,369.63,,,
9830,24-11-2024,54,272605,10279.88901,2,454020,Urban,28.8,155,88.7,Winter,Weekend,Local_Festival,36944.83,21.6,1738.79,8997.99,45.9,18.4,17.9,12.1,4,42,8000,4522.3,3.97,34.560455,83.078718,Medium,469,51.84,135.6,Highway,Average,0,0,52.8,None,545.21,,,
9831,17-03-2024,46,45831,2948.171815,5,211527,Rural,43.4,179.9,77.3,Summer,Weekday,None,5930.54,350.36,275.4,11784.29,52.1,11.8,18.9,6.4,4,27,5000,7337.9,3.25,16.07428,91.931047,Medium,277,3.97,71.6,Main_Road,Good,1,0,24.9,Cyclone,91.66,,,
9832,30-10-2024,68,56137,3036.930232,2,223877,Urban,15.6,113.2,86.5,Monsoon,Weekend,None,7281.57,123.77,1429.81,7888.67,41.1,20.8,8.7,9.8,5,27,2000,4524.8,2.37,9.273748,68.083166,Low,409,6.36,145.3,Residential,Good,0,1,44.4,None,112.27,,,
9833,12-09-2024,4,301174,10186.03641,7,315652,Rural,39.3,283.5,90,Monsoon,Weekday,None,41054.5,290.29,2529.73,948.24,62.6,23,8.2,6.9,3,41,8000,7643.8,5.22,16.497445,94.092406,Medium,387,24.32,162.5,Residential,Average,0,0,15.7,None,602.35,,,
9834,11-04-2024,94,141803,12819.66468,5,351888,Urban,30.4,101.7,56.8,Summer,Weekday,None,18715.74,157.34,499.47,12704.38,54.1,16.1,10.5,6,4,40,8000,3228.7,5.04,20.554176,69.569892,Medium,134,18.91,179.1,Residential,Poor,1,0,35.4,None,283.61,,,
9835,15-04-2024,66,26500,5073.730731,4,70276,Urban,33.6,268.5,75.1,Summer,Weekday,None,3414.58,437.29,1865.63,7847.68,52.8,28.7,18.3,10,6,27,8000,5255.5,4.93,15.514402,85.814381,Medium,472,23.76,168.9,Highway,Average,0,1,19.2,None,53,,,
9836,28-11-2024,93,211511,17273.57431,7,479095,Rural,35.5,240.4,76.1,Monsoon,Weekday,Local_Festival,28312.7,381.14,2910.52,10862.15,44.3,20.3,5.2,13.3,5,14,2000,1930.1,5.81,25.324882,80.942053,Medium,220,16.77,111.3,Main_Road,Good,1,0,37.8,Flood,423.02,,,
9837,08-02-2024,43,38117,10757.95402,7,70701,Rural,28.7,139.6,71,Monsoon,Weekday,None,4924.22,179.2,175.88,4522.41,44.3,29.4,11.1,6.8,5,12,2000,3190.6,5.25,28.14629,82.15863,High,204,1.5,122.6,Residential,Good,1,0,35.5,None,76.23,,,
9838,09-11-2024,62,99138,2752.102175,2,294008,Urban,20.8,148.9,51.2,Monsoon,Weekend,National_Festival,12970.21,159.2,1131.42,14954.52,69.9,13.2,9.8,6.8,5,33,3000,5792.5,4.61,16.166706,85.377002,Low,317,18.33,11.3,Main_Road,Good,1,0,24.1,None,198.28,,,
9839,01-10-2024,100,167246,16107.33605,6,164341,Urban,42.3,261,84.1,Winter,Weekend,Local_Festival,22194.61,96.94,3301.52,5944.13,42.6,21.5,14,11.2,2,1,3000,7939.2,2.9,25.292842,89.189272,Low,56,26.63,105.7,Main_Road,Good,1,1,34.7,None,334.49,,,
9840,28-03-2024,85,38208,9245.148058,7,363162,Rural,37.2,147.8,80,Summer,Weekday,National_Festival,4936.08,182.32,3499.06,13477.02,69.5,13.2,12,14.2,2,30,2000,2672,2.31,23.448722,85.83273,Low,135,33,78.1,Highway,Average,0,1,17.4,None,76.42,,,
9841,29-07-2024,85,351872,1781.876188,6,141164,Rural,31.8,203.8,58.9,Winter,Weekend,None,48427.6,238.43,2164.24,2793.36,69.1,14,7.4,9.2,2,11,8000,1346.5,2.05,33.667282,76.403854,Medium,188,41.13,46.5,Highway,Average,0,0,40.8,None,703.74,,,
9842,17-03-2024,85,477651,23725.5487,5,365068,Rural,28.5,242.8,57.4,Summer,Weekday,None,67399.45,374.2,1760.43,10282.87,54.3,18.2,16.8,8.1,5,9,8000,5269.7,2.34,16.186581,85.20207,Low,421,43.89,97.6,Highway,Good,1,0,43.5,None,955.3,,,
9843,17-03-2024,4,89482,14494.32545,7,77618,Urban,30,272.4,30.7,Monsoon,Weekend,Local_Festival,11686.26,480.94,1626.27,7325.13,40.2,11.3,14.5,10.6,5,50,8000,2917.7,2.02,21.085293,96.56197,High,334,57.9,145.4,Highway,Average,1,1,49.8,None,178.96,,,
9844,28-01-2024,65,466904,12204.14904,3,425772,Urban,39.7,65.4,84.8,Monsoon,Weekday,None,65750.61,134.72,2407.18,14683.93,59.9,10.5,7.4,8.9,3,25,2000,7932.4,2.35,8.481416,81.484164,Medium,241,27.56,173.8,Highway,Good,1,0,49.3,None,933.81,,,
9845,01-09-2024,62,30960,21548.86617,7,179508,Rural,15.4,292.6,48.5,Monsoon,Weekend,None,3993.02,398.68,2472.6,10172.42,54.2,10.9,8.1,12.6,3,16,3000,2368.9,4.28,8.621869,69.866207,Medium,272,13,90.4,Highway,Good,1,0,51,None,61.92,,,
9846,06-03-2024,90,259239,23450.14052,4,242641,Urban,41,289.6,60.6,Monsoon,Weekday,None,35044.16,163.4,556.7,3351,55.1,27.9,17.2,7,6,43,5000,4475.1,2.26,32.870311,96.408835,Medium,85,40.83,95,Residential,Good,0,0,51,None,518.48,,,
9847,22-09-2024,2,408463,5897.88577,7,445311,Urban,16.4,89.2,56.7,Summer,Weekday,None,56873.98,204.83,399.44,5417.32,62.7,29.2,6.9,14.1,2,8,8000,1707.7,3.29,21.423166,71.323846,Medium,262,5.57,176.9,Residential,Average,1,0,43,Cyclone,816.93,,,
9848,23-07-2024,9,101342,20348.54029,5,94800,Urban,33.5,184.1,74.1,Monsoon,Weekday,None,13264.17,276.39,377.81,7863.8,41.6,11,15.6,12.5,5,36,3000,889.8,5.53,29.884009,70.305304,Medium,218,26.93,104.3,Main_Road,Good,0,0,20.7,None,202.68,,,
9849,27-02-2024,57,489325,20861.45821,5,386698,Urban,25,14.1,55.4,Summer,Weekend,None,69219.13,230.01,377.95,13086.5,68,11.3,7.6,12.9,6,27,5000,6679.3,5.81,18.563162,70.828293,Medium,60,56,44.1,Highway,Poor,0,0,22.2,None,978.65,,,
9850,19-07-2024,45,253093,1832.86847,3,241903,Urban,35.3,50.3,41.7,Winter,Weekday,None,34169.95,158.12,2274.66,7671.6,63,26.6,13.6,10.4,6,2,5000,2523.8,4.85,26.816917,87.499218,Low,391,55.59,58.2,Highway,Good,0,0,34.7,None,506.19,,,
9851,12-08-2024,18,112918,17942.63082,7,87463,Urban,17.6,175.1,86.5,Monsoon,Weekend,None,14814.05,19.17,3247.01,1349.08,44.1,11.1,12.1,11.7,6,45,8000,3988.2,5.15,33.66138,69.375306,High,297,8.99,64.3,Highway,Good,0,0,43.3,Flood,225.84,,,
9852,21-05-2024,48,381905,2042.713104,4,476753,Urban,31.7,195,41.9,Winter,Weekday,None,52918.28,400.95,3310.66,2244.93,41.9,16.9,16.6,13.8,3,37,5000,708.1,4.42,23.922878,94.275034,Low,191,40.87,40.1,Highway,Good,1,0,29.8,None,763.81,,,
9853,24-03-2024,42,31038,15069.49454,4,335242,Urban,40.7,160.4,31.8,Summer,Weekend,None,4003.25,243.72,2031.29,6923.48,62.8,22.7,10.8,11.3,2,16,5000,7686.9,5.74,33.646497,92.846325,Medium,193,48.12,103.2,Main_Road,Good,0,1,22,None,62.08,,,
9854,22-05-2024,41,425986,16896.30104,6,471762,Rural,29.8,211.4,42.8,Summer,Weekend,None,59524.34,97.79,2704.69,2116.08,57.5,27.4,18.7,12.1,6,27,3000,938.2,4.28,13.677169,79.111097,High,397,55.36,178.2,Main_Road,Average,0,1,31.6,Heatwave,851.97,,,
9855,17-12-2024,75,127232,9492.937865,4,386944,Urban,17.5,237.9,59.6,Summer,Weekday,National_Festival,16740.21,314.32,702.58,6343.51,49.3,25.9,16.8,7.4,6,48,2000,4932.7,4.83,34.076839,82.722364,High,86,35.95,122.2,Main_Road,Good,0,1,47.3,None,254.46,,,
9856,02-02-2024,89,339629,22079.29367,2,429607,Urban,16.1,50.5,57.5,Winter,Weekday,Local_Festival,46633.49,387.64,3023.03,4684.39,46.6,12,16.7,7.2,2,32,2000,6795.2,3.89,26.494415,81.551892,Low,218,38.44,23.5,Highway,Good,1,0,14.8,None,679.26,,,
9857,31-05-2024,90,200726,20112.53682,3,491419,Rural,33.6,197.9,81.8,Summer,Weekday,None,26816.73,345.15,553.62,541.73,47.2,26.7,9.2,14.2,4,31,8000,1796.2,2.82,30.661391,68.977753,Medium,201,1.46,80.9,Main_Road,Good,1,0,28.2,None,401.45,,,
9858,06-06-2024,58,465957,23186.01298,4,360817,Urban,17.1,168.8,42.7,Summer,Weekday,None,65599.01,282.64,344.12,14635.7,55.5,27.1,12,14.4,6,26,3000,7367.3,4.86,23.140245,85.571091,High,195,8.1,44.5,Main_Road,Good,1,0,38.2,None,931.91,,,
9859,20-05-2024,100,62773,8214.793402,2,186439,Urban,17.1,35.3,80.4,Winter,Weekday,National_Festival,8152.92,99.09,1139.59,11360.33,59.6,29.1,8.1,9.1,5,24,5000,2170.6,2.94,33.321003,78.860022,Medium,371,8.39,151.3,Main_Road,Average,0,0,28.8,None,125.55,,,
9860,07-09-2024,42,88391,1027.431102,4,342669,Rural,27.8,68.6,36.3,Monsoon,Weekday,None,11541.39,135.76,2148.58,9126.92,43.8,10.3,17.3,8.8,3,10,3000,5353.6,2.48,28.479749,68.106334,Low,335,29.26,124.7,Residential,Average,1,1,41,Heatwave,176.78,,,
